Gene_Name,TPM_uncorrected,,Global_Frequency,Present_in_Transcripts,Transcript_Length,TPM_corrected_GSB,Fixed Mean (xc),Fixed Standard Deviation (w),Report,,Gene_Name,ratio(corrected/uncorrected),TPM_uncorrected,TPM_corrected_GSB
RIC8A,25.38248152,,1,RIC8A|ENST00000526104.6,7164,24.9,57.79,6.53,OK,,,,,
RIC8B,8.008294405,,7,"RIC8B|ENST00000392839.6, RIC8B|ENST00000552619.1, RIC8B|ENST00000355478.6, RIC8B|ENST00000549643.5, RIC8B|ENST00000550215.5, RIC8B|ENST00000392837.9, RIC8B|ENST00000548914.5",8181,7.81,41.07,8.78,OK,,,,,
RICTOR,24.67534171,,4,"RICTOR|ENST00000711063.1, RICTOR|ENST00000513566.1, RICTOR|ENST00000296782.10, RICTOR|ENST00000357387.8",13681,23.35,36.69,7.8,OK,,,,,
RIDA,11.3633872,,2,"RIDA|ENST00000254878.8, RIDA|ENST00000521560.1",1583,12.94,35.32,12.73,OK,,,,,
RIF1,19.7414478,,1,RIF1|ENST00000453091.6,18348,19.06,35.7,7.81,OK,,,,,
RIGI,17.2734779,,1,RIGI|ENST00000679665.1,10846,17.32,38.71,8.36,OK,,,,,
RIIAD1,0.313609624,,1,RIIAD1|ENST00000326413.7,2288,0.28,48.74,13.76,OK,,,,,
RILP,31.37448265,,6,"RILP|ENST00000573398.1, RILP|ENST00000631766.1, RILP|ENST00000574810.5, RILP|ENST00000622136.2, RILP|ENST00000633176.1, RILP|ENST00000301336.7",2149,35.92,64.57,12.33,OK,,,,,
RILPL1,4.905393946,,1,RILPL1|ENST00000376874.9,8763,5.41,50.87,13.03,OK,,,,,
RILPL2,4.639590283,,1,RILPL2|ENST00000280571.10,1703,5.23,53.71,16.6,OK,,,,,
RIMBP2,3.332641287,,2,"RIMBP2|ENST00000690449.1, RIMBP2|ENST00000689851.1",11237,3.29,55.46,12.04,OK,,,,,
RIMBP3,0.622554411,,1,RIMBP3|ENST00000619918.1,6056,0.66,62.05,8.96,OK,,,,,
RIMBP3B,0.724501187,,1,RIMBP3B|ENST00000620804.2,5679,0.78,61.89,9.14,OK,,,,,
RIMBP3C,0.679843585,,1,RIMBP3C|ENST00000433039.2,5747,0.73,62.54,8.72,OK,,,,,
RIMKLA,20.85823537,,1,RIMKLA|ENST00000431473.4,10635,20.51,45.66,9.94,OK,,,,,
RIMKLB,3.07289498,,1,RIMKLB|ENST00000538758.1,8718,3.18,39.54,10.74,OK,,,,,
RIMKLBP1,2.012434231,,1,RIMKLBP1|ENST00000408914.2,1115,2.22,46.53,6.19,OK,,,,,
RIMKLBP2,0,,1,RIMKLBP2|ENST00000424737.2,605,0,43.52,6.28,OK,,,,,
RIMOC1,19.5277724,,1,RIMOC1|ENST00000505931.6,5572,20.36,35.77,8.56,OK,,,,,
RIMS1,0.168997616,,2,"RIMS1|ENST00000697193.1, RIMS1|ENST00000521978.6",13572,0.15,44.62,10.74,OK,,,,,
RIMS2,9.867406742,,1,RIMS2|ENST00000696799.1,16879,7.68,40.79,9.4,OK,,,,,
RIMS3,6.942996691,,1,RIMS3|ENST00000372684.8,7257,6.75,54.93,9.28,OK,,,,,
RIMS4,4.575213253,,1,RIMS4|ENST00000372851.8,10088,4.8,48.38,15.62,OK,,,,,
RIN1,3.710221521,,2,"RIN1|ENST00000530745.3, RIN1|ENST00000311320.9",5661,3.71,63.51,7.94,OK,,,,,
RIN2,32.38381577,,1,RIN2|ENST00000432334.2,8512,32.61,49.97,11.43,OK,,,,,
RIN3,9.936965196,,1,RIN3|ENST00000216487.12,8855,10.16,61.34,9.08,OK,,,,,
RING1,34.65640687,,4,"RING1|ENST00000430233.2, RING1|ENST00000427374.2, RING1|ENST00000436128.2, RING1|ENST00000383212.4",1816,37.24,59.95,9.51,OK,,,,,
RINL,3.313540756,,2,"RINL|ENST00000635542.2, RINL|ENST00000591812.2",4550,3.39,59.07,7.46,OK,,,,,
RINT1,15.08857431,,4,"RINT1|ENST00000493041.5, RINT1|ENST00000257700.7, RINT1|ENST00000482041.5, RINT1|ENST00000467392.5",3706,14.65,38.88,10.05,OK,,,,,
RIOK1,8.914814212,,2,"RIOK1|ENST00000379834.7, RIOK1|ENST00000475351.5",2979,8.37,40.33,8.15,OK,,,,,
RIOK2,7.437686188,,1,RIOK2|ENST00000283109.8,5533,7.68,36.82,8.11,OK,,,,,
RIOK3,98.37855492,,3,"RIOK3|ENST00000339486.8, RIOK3|ENST00000581585.5, RIOK3|ENST00000584960.1",5083,97,38.3,9.85,OK,,,,,
RIOK3P1,1.811222744,,1,RIOK3P1|ENST00000418778.1,4857,1.72,44.08,13.56,OK,,,,,
RIOX1,9.058422884,,1,RIOX1|ENST00000304061.8,2413,9.8,57.49,14.83,OK,,,,,
RIOX2,5.185569957,,2,"RIOX2|ENST00000394198.7, RIOX2|ENST00000333396.11",6973,5.46,40.43,11.82,OK,,,,,
RIPK1,20.19690711,,1,RIPK1|ENST00000678809.1,12599,20.27,47.62,10.12,OK,,,,,
RIPK2,6.621691231,,1,RIPK2|ENST00000522965.1,3088,7.64,38.37,15.61,OK,,,,,
RIPK3,27.73228842,,8,"RIPK3|ENST00000645883.1, RIPK3|ENST00000646516.2, RIPK3|ENST00000557662.1, RIPK3|ENST00000642342.1, RIPK3|ENST00000557253.1, RIPK3|ENST00000644035.1, RIPK3|ENST00000557624.1, RIPK3|ENST00000216274.10",3462,27.85,56.07,6.98,OK,,,,,
RIPK4,16.93578358,,1,RIPK4|ENST00000352483.3,4012,17.36,59.75,11.81,OK,,,,,
RIPOR1,5.272822308,,1,RIPOR1|ENST00000562116.1,7199,5.2,59.99,7.8,OK,,,,,
RIPOR2,3.319143983,,3,"RIPOR2|ENST00000644621.1, RIPOR2|ENST00000259698.9, RIPOR2|ENST00000644411.1",9522,3.34,47.15,9.79,OK,,,,,
RIPOR3,2.854419109,,1,RIPOR3|ENST00000327979.8,6020,2.7,59.42,8.37,OK,,,,,
RIPPLY1,0,,1,RIPPLY1|ENST00000276173.5,1194,0,53.12,6.97,OK,,,,,
RIPPLY2,0,,1,RIPPLY2|ENST00000369689.6,4121,0,37.56,16.97,OK,,,,,
RIPPLY3,9.356885799,,1,RIPPLY3|ENST00000485272.5,2180,10.79,46.96,17.66,OK,,,,,
RIT1,18.53619451,,6,"RIT1|ENST00000651833.1, RIT1|ENST00000650659.1, RIT1|ENST00000461050.6, RIT1|ENST00000651853.1, RIT1|ENST00000539040.6, RIT1|ENST00000368323.8",4225,18.35,40.99,9.22,OK,,,,,
RIT2,0,,2,"RIT2|ENST00000326695.10, RIT2|ENST00000589109.5",2090,0,43.12,10.06,OK,,,,,
RITA1,11.87528164,,1,RITA1|ENST00000549621.5,2353,11.47,60.09,9.97,OK,,,,,
RLBP1,0,,3,"RLBP1|ENST00000567787.1, RLBP1|ENST00000564388.1, RLBP1|ENST00000268125.10",1939,0,53.08,8.12,OK,,,,,
RLF,21.04937236,,1,RLF|ENST00000372771.5,6183,20.84,37.78,6.67,OK,,,,,
RLIG1,2.496596666,,1,RLIG1|ENST00000548757.6,6514,2.59,34.59,11.08,OK,,,,,
RLIG1P1,0,,1,RLIG1P1|ENST00000514668.3,1527,0,43.51,11.69,OK,,,,,
RLIG1P2,0.093285644,,1,RLIG1P2|ENST00000467527.1,1156,0.08,38.76,9.33,OK,,,,,
RLIG1P3,0.154186737,,1,RLIG1P3|ENST00000509499.1,807,0.16,36.51,7.12,OK,,,,,
RLIM,22.06354463,,1,RLIM|ENST00000332687.11,10627,22.59,37.92,9.66,OK,,,,,
RLIMP1,0.065947445,,1,RLIMP1|ENST00000339626.5,1761,0.07,41.79,5.45,OK,,,,,
RLIMP2,0.800971495,,1,RLIMP2|ENST00000427891.2,4474,0.95,51.46,13.79,OK,,,,,
RLN1,0.874978051,,1,RLN1|ENST00000223862.2,1095,1.05,36.25,14.33,OK,,,,,
RLN2,1.241465456,,1,RLN2|ENST00000381627.4,1029,1.45,36.61,13.7,OK,,,,,
RLN3,0,,2,"RLN3|ENST00000431365.3, RLN3|ENST00000673090.1",1201,0,60.48,7.33,OK,,,,,
RMB8AP1,59.73971609,,1,RMB8AP1|ENST00000555532.2,476,64.54,50.92,10.02,OK,,,,,
RMC1,18.98565082,,1,RMC1|ENST00000615148.5,3401,19.21,44.99,9.99,OK,,,,,
RMDN1,15.03014222,,11,"RMDN1|ENST00000406452.8, RMDN1|ENST00000520719.5, RMDN1|ENST00000519145.5, RMDN1|ENST00000519966.5, RMDN1|ENST00000517710.5, RMDN1|ENST00000519789.5, RMDN1|ENST00000430676.6, RMDN1|ENST00000522942.1, RMDN1|ENST00000518390.5, RMDN1|ENST00000523911.5, RMDN1|ENST00000519639.5",5816,13.98,39.87,9.76,OK,,,,,
RMDN2,12.02790527,,1,RMDN2|ENST00000414644.5,6157,12.06,35.23,7,OK,,,,,
RMDN3,11.75992771,,1,RMDN3|ENST00000260385.10,5478,11.85,53.4,11.54,OK,,,,,
RMI1,16.68271625,,1,RMI1|ENST00000325875.7,3418,17.83,33.52,9.33,OK,,,,,
RMI2,5.418686978,,1,RMI2|ENST00000573910.1,3733,5.4,47.62,15.07,OK,,,,,
RMND1,5.282793095,,14,"RMND1|ENST00000684301.1, RMND1|ENST00000684658.1, RMND1|ENST00000622845.5, RMND1|ENST00000682392.1, RMND1|ENST00000682641.1, RMND1|ENST00000682760.1, RMND1|ENST00000644054.2, RMND1|ENST00000684715.1, RMND1|ENST00000682004.1, RMND1|ENST00000683439.1, RMND1|ENST00000684765.1, RMND1|ENST00000683740.1, RMND1|ENST00000682299.1, RMND1|ENST00000646926.2",11312,5.3,40.34,9.4,OK,,,,,
RMND5A,100.7850566,,1,RMND5A|ENST00000283632.5,6635,102.01,38.75,10.34,OK,,,,,
RMND5B,16.3831627,,1,RMND5B|ENST00000515098.5,8142,16.61,54.67,10.21,OK,,,,,
RNA5-8SP2,0,,1,RNA5-8SP2|ENST00000363564.1,103,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5-8SP4,0,,1,RNA5-8SP4|ENST00000365096.1,101,0,45.06,4.69,OK,,,,,
RNA5-8SP5,0,,1,RNA5-8SP5|ENST00000365304.1,103,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5-8SP6,0,,1,RNA5-8SP6|ENST00000515896.1,103,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5-8SP7,0,,1,RNA5-8SP7|ENST00000363443.1,106,0,41.72,7.76,OK,,,,,
RNA5SP100,0,,1,RNA5SP100|ENST00000410903.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP101,0,,1,RNA5SP101|ENST00000517036.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP102,0,,1,RNA5SP102|ENST00000516865.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP103,0,,1,RNA5SP103|ENST00000459503.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP104,11.90187535,,1,RNA5SP104|ENST00000410989.1,69,11.9,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP105,0,,1,RNA5SP105|ENST00000391123.1,64,0,42.69,3.03,OK,,,,,
RNA5SP106,0,,1,RNA5SP106|ENST00000517274.1,51,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP107,0,,1,RNA5SP107|ENST00000411358.1,73,0,47.36,4.16,OK,,,,,
RNA5SP108,0,,1,RNA5SP108|ENST00000605921.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP109,0,,1,RNA5SP109|ENST00000391010.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP110,0,,1,RNA5SP110|ENST00000362638.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP111,0,,1,RNA5SP111|ENST00000411386.1,52,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP112,0,,1,RNA5SP112|ENST00000515937.1,50,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP113,0,,1,RNA5SP113|ENST00000410486.1,35,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP114,0,,1,RNA5SP114|ENST00000363780.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP115,0,,1,RNA5SP115|ENST00000411160.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP116,0,,2,"RNA5SP116|ENST00000516132.1, RNA5SP116|ENST00000644864.1",49,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP117,0,,1,RNA5SP117|ENST00000365294.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP118,0,,1,RNA5SP118|ENST00000410385.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP119,0,,1,RNA5SP119|ENST00000362715.1,68,0,53.31,6.18,OK,,,,,
RNA5SP120,0,,1,RNA5SP120|ENST00000410900.1,63,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP121,0,,1,RNA5SP121|ENST00000516537.1,52,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP122,0,,1,RNA5SP122|ENST00000384457.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP123,0,,1,RNA5SP123|ENST00000363244.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP124,0,,1,RNA5SP124|ENST00000362739.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP125,0,,1,RNA5SP125|ENST00000364843.1,71,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP126,0,,1,RNA5SP126|ENST00000365092.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP127,0,,1,RNA5SP127|ENST00000411051.1,84,0,49.18,10.23,OK,,,,,
RNA5SP128,0,,1,RNA5SP128|ENST00000365305.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP129,0,,1,RNA5SP129|ENST00000410276.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP130,0,,1,RNA5SP130|ENST00000364431.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP131,0,,1,RNA5SP131|ENST00000365452.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP132,0,,1,RNA5SP132|ENST00000364725.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP133,0,,1,RNA5SP133|ENST00000363368.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP134,0,,1,RNA5SP134|ENST00000516492.1,47,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP135,0,,1,RNA5SP135|ENST00000517019.1,76,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP136,0,,2,"RNA5SP136|ENST00000630948.1, RNA5SP136|ENST00000410906.1",58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP137,0,,1,RNA5SP137|ENST00000516833.1,86,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP138,0,,1,RNA5SP138|ENST00000365098.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP139,0,,1,RNA5SP139|ENST00000364340.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP140,0,,1,RNA5SP140|ENST00000364524.1,43,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP141,0,,1,RNA5SP141|ENST00000364543.1,71,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP142,0,,1,RNA5SP142|ENST00000364455.1,73,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP143,0,,1,RNA5SP143|ENST00000516936.1,66,0,53.44,3.83,OK,,,,,
RNA5SP144,0,,1,RNA5SP144|ENST00000410846.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP145,4.420493179,,1,RNA5SP145|ENST00000363124.1,76,4.42,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP146,0,,1,RNA5SP146|ENST00000410743.1,74,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP147,0,,1,RNA5SP147|ENST00000516493.1,60,0,36.41,4.47,OK,,,,,
RNA5SP148,0,,1,RNA5SP148|ENST00000516527.1,45,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP149,6.655488438,,1,RNA5SP149|ENST00000364952.1,43,6.66,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP151,0,,1,RNA5SP151|ENST00000365632.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP152,0,,1,RNA5SP152|ENST00000365184.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP153,3.072313503,,1,RNA5SP153|ENST00000516498.1,27,3.07,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP154,0,,1,RNA5SP154|ENST00000516193.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP155,5.340064908,,1,RNA5SP155|ENST00000411154.1,80,5.34,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP156,0.339969117,,1,RNA5SP156|ENST00000410250.1,61,0.34,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP158,0,,1,RNA5SP158|ENST00000410298.1,53,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP159,0,,1,RNA5SP159|ENST00000517161.1,54,0,51.77,15.37,OK,,,,,
RNA5SP160,0,,1,RNA5SP160|ENST00000364866.1,71,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP161,4.524679886,,1,RNA5SP161|ENST00000363871.1,66,4.52,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP163,0,,1,RNA5SP163|ENST00000410304.1,50,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP164,0,,1,RNA5SP164|ENST00000516533.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP165,0,,1,RNA5SP165|ENST00000517142.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP166,0,,1,RNA5SP166|ENST00000364976.1,53,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP167,0,,1,RNA5SP167|ENST00000365461.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP168,4.147623229,,1,RNA5SP168|ENST00000516642.1,63,4.15,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP169,0,,1,RNA5SP169|ENST00000517268.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP170,0,,1,RNA5SP170|ENST00000517150.1,52,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP171,0,,1,RNA5SP171|ENST00000391071.1,66,0,55.78,7.41,OK,,,,,
RNA5SP173,0,,1,RNA5SP173|ENST00000364857.1,87,0,41.95,4.22,OK,,,,,
RNA5SP174,0,,3,"RNA5SP174|ENST00000362702.1, RNA5SP174|ENST00000637580.1, RNA5SP174|ENST00000636611.1",83,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP175,0,,3,"RNA5SP175|ENST00000636636.1, RNA5SP175|ENST00000364275.1, RNA5SP175|ENST00000636368.1",70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP176,0,,1,RNA5SP176|ENST00000390956.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP177,0,,1,RNA5SP177|ENST00000410122.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP178,0,,1,RNA5SP178|ENST00000410380.1,79,0,58.33,10.01,OK,,,,,
RNA5SP179,0,,1,RNA5SP179|ENST00000517284.1,72,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP18,0,,2,"RNA5SP18|ENST00000390935.1, RNA5SP18|ENST00000646819.1",85,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP180,0,,1,RNA5SP180|ENST00000516181.1,52,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP181,0,,1,RNA5SP181|ENST00000410246.1,49,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP182,0,,1,RNA5SP182|ENST00000516064.1,33,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP183,0,,1,RNA5SP183|ENST00000362452.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP184,0,,1,RNA5SP184|ENST00000411071.1,59,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP185,0,,1,RNA5SP185|ENST00000390963.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP186,0,,1,RNA5SP186|ENST00000517024.1,45,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP187,0,,1,RNA5SP187|ENST00000384400.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP188,0,,1,RNA5SP188|ENST00000362916.1,80,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP189,0,,1,RNA5SP189|ENST00000364920.1,66,0,43.96,3.25,OK,,,,,
RNA5SP19,0,,1,RNA5SP19|ENST00000365186.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP190,0,,1,RNA5SP190|ENST00000365222.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP191,0,,1,RNA5SP191|ENST00000362585.1,53,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP192,0,,1,RNA5SP192|ENST00000364404.1,71,0,46.98,5.02,OK,,,,,
RNA5SP193,0,,1,RNA5SP193|ENST00000410353.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP195,0,,1,RNA5SP195|ENST00000362675.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP196,0,,1,RNA5SP196|ENST00000625967.2,53,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP197,0,,1,RNA5SP197|ENST00000363357.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP198,0,,1,RNA5SP198|ENST00000410376.1,78,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP199,0,,1,RNA5SP199|ENST00000363405.1,43,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP20,0,,1,RNA5SP20|ENST00000515976.1,35,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP200,0,,1,RNA5SP200|ENST00000516360.1,54,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP201,0,,1,RNA5SP201|ENST00000410316.1,75,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP202,3.495853865,,1,RNA5SP202|ENST00000364315.1,70,3.5,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP203,0,,1,RNA5SP203|ENST00000410451.1,87,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP204,0,,1,RNA5SP204|ENST00000364545.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP205,0,,1,RNA5SP205|ENST00000364653.1,87,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP206,0,,1,RNA5SP206|ENST00000516703.1,72,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP207,0,,1,RNA5SP207|ENST00000390874.1,58,0,64.99,4.72,OK,,,,,
RNA5SP208,0,,1,RNA5SP208|ENST00000516156.1,29,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP209,0,,1,RNA5SP209|ENST00000411237.1,48,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP21,0,,1,RNA5SP21|ENST00000410917.1,47,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP210,0,,1,RNA5SP210|ENST00000391034.1,71,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP211,0,,1,RNA5SP211|ENST00000365516.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP212,0,,1,RNA5SP212|ENST00000391223.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP213,0,,1,RNA5SP213|ENST00000391031.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP214,0,,1,RNA5SP214|ENST00000363378.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP215,0,,1,RNA5SP215|ENST00000363440.1,73,0,53.69,6.77,OK,,,,,
RNA5SP216,0,,1,RNA5SP216|ENST00000516111.1,74,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP217,7.801481788,,1,RNA5SP217|ENST00000515959.1,42,7.8,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP218,0,,1,RNA5SP218|ENST00000363188.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP219,0,,1,RNA5SP219|ENST00000390940.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP22,0,,1,RNA5SP22|ENST00000365393.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP220,0,,1,RNA5SP220|ENST00000516298.1,55,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP221,0,,1,RNA5SP221|ENST00000411271.1,54,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP222,0,,1,RNA5SP222|ENST00000411039.1,56,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP223,0,,1,RNA5SP223|ENST00000365174.1,71,0,47.35,6.56,OK,,,,,
RNA5SP224,0,,1,RNA5SP224|ENST00000365069.1,77,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP225,0.675194479,,1,RNA5SP225|ENST00000410874.1,86,0.68,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP226,6.095749291,,1,RNA5SP226|ENST00000362653.1,66,6.1,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP227,0,,1,RNA5SP227|ENST00000516184.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP228,0,,1,RNA5SP228|ENST00000516232.1,84,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP229,0,,1,RNA5SP229|ENST00000410809.1,50,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP23,0,,1,RNA5SP23|ENST00000391006.1,56,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP230,0,,1,RNA5SP230|ENST00000517039.1,73,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP231,0,,1,RNA5SP231|ENST00000410496.1,89,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP232,2.725580979,,1,RNA5SP232|ENST00000364144.1,70,2.73,N/A,N/A,Unsuitable Fit - Unsuitable fit parameters: mean is not greater than standard deviation.,,,,,
RNA5SP233,0,,1,RNA5SP233|ENST00000459153.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP234,0,,1,RNA5SP234|ENST00000363916.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP235,0,,1,RNA5SP235|ENST00000365411.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP236,0,,1,RNA5SP236|ENST00000516169.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
